I,J,DL,Z,R,Q(I->J),"E""corr","E""uncorr","E""IJ-E""I-E""J",corr/uncorr,"dDIJ*VIJ,unc",Gsol,"tot,corr"
75,29,C1,0,5.39,0,-463.6365182,-461.3279921,-0.00000612,-0.00000494,0.00000032,0,-0.004
75,30,C1,0,4.06,0,-463.6355995,-461.3272293,0.00000656,0.00001083,-0.00000149,0,0.003
75,31,C1,0,4.06,0,-463.6355619,-461.3271877,0.00000239,0.00000701,-0.00000031,0,0.001
75,32,C1,0,5.39,0,-463.6361346,-461.327579,-0.00000839,-0.00000713,0.00000089,0,-0.005
75,33,C1,0,4.45,0,-463.6361233,-461.3275671,0.0000029,0.00000474,0.00000123,0,0.003
75,34,C1,0,2.16,0,-463.6356964,-461.3272002,-0.00013252,-0.00000593,-0.00001252,0,-0.091
75,35,C1,0,1.05,0,-463.6376161,-461.326379,-0.00201013,0.0008611,-0.00003048,0,-1.281
75,36,C1,0,3.08,0,-463.6365372,-461.3279917,-0.00002512,-0.00000456,0.0000006,0,-0.015
75,37,C1,0,4.45,0,-463.6357775,-461.3275832,0.00000782,0.00000997,-0.00000025,0,0.005
75,38,C1,0,2.16,0,-463.6348498,-461.3268317,-0.00010585,0.00002314,-0.00001708,0,-0.077
75,39,C1,0,1.05,0,-463.6368005,-461.3260358,-0.00205478,0.0008255,-0.00002305,0,-1.304
75,40,C1,0,3.08,0,-463.6358248,-461.3276089,-0.00002059,0.00000063,-0.00000197,0,-0.014
75,41,C1,0,5.13,0,-463.635803,-461.3276156,-0.00000366,-0.00000216,0.00000036,0,-0.002
75,42,C1,0,3.17,0,-463.6347884,-461.3268781,-0.00004689,-0.00002719,0.0000003,0,-0.029
75,43,C1,0,2.41,0,-463.634735,-461.3267996,0.00000647,0.0000568,-0.00000493,0,0.001
75,44,C1,0,3.88,0,-463.6358143,-461.3276081,-0.00002181,-0.00001487,0.00000123,0,-0.013
75,45,C1,0,6.15,0,-463.636486,-461.3279728,-0.00000328,-0.00000271,0.00000014,0,-0.002
75,46,C1,0,4.58,0,-463.6356006,-461.3272309,-0.00000125,0.00000105,-0.0000005,0,-0.001
75,47,C1,0,4.13,0,-463.6355449,-461.3271772,0.00000893,0.00001245,-0.00000081,0,0.005
75,48,C1,0,5.11,0,-463.6361463,-461.327587,-0.00000631,-0.00000474,0.0000007,0,-0.004
75,49,C1,0,5.7,0,-463.6362856,-461.3274885,0.00000082,0.00000131,0.0000002,0,0.001
75,50,C1,0,3.76,0,-463.6357702,-461.3271549,-0.00000456,0.00000292,-0.00000215,0,-0.004
75,51,C1,0,2.73,0,-463.6357961,-461.3271653,-0.00002682,0.00000678,-0.00000147,0,-0.018
75,52,C1,0,3.55,0,-463.6369652,-461.3281971,-0.0000103,-0.00000191,0.00000066,0,-0.006
75,53,C1,0,5.7,0,-463.635902,-461.3275657,0.00000233,0.0000029,-0.00000028,0,0.001
75,54,C1,0,3.76,0,-463.6348469,-461.3268093,-0.00000501,0.00000263,-0.00000155,0,-0.004
75,55,C1,0,2.73,0,-463.6348796,-461.3268274,-0.00004062,-0.00000747,0.00000435,0,-0.023
75,56,C1,0,3.55,0,-463.6359779,-461.3275798,-0.00000919,-0.00000064,-0.00000017,0,-0.006
75,57,C1,0,6.25,0,-463.63594,-461.327608,-0.0000003,0.00000015,-0.00000008,0,0
75,58,C1,0,4.42,0,-463.6348568,-461.3268171,-0.00000624,-0.00000309,-0.00000053,0,-0.004
75,59,C1,0,3.6,0,-463.634853,-461.3268195,-0.00000143,0.00000622,-0.00000045,0,-0.001
75,60,C1,0,4.33,0,-463.635959,-461.3275619,-0.00000564,-0.0000022,0.00000034,0,-0.003
75,61,N1,0,7.15,0,-461.3279139,-461.3279139,-0.00000099,-0.00000099,0.00000003,0,-0.001
75,62,C1,0,5.61,0,-463.6356823,-461.327142,-0.00000132,-0.00000055,-0.00000005,0,-0.001
75,63,C1,0,4.92,0,-463.6356397,-461.327106,0.00000396,0.00000529,-0.00000029,0,0.002
75,64,C1,0,5.48,0,-463.6362297,-461.3274871,-0.00000135,-0.00000037,0.00000029,0,-0.001
75,65,C1,0,1.86,0,-463.6358336,-461.3273122,-0.00052594,-0.00023593,-0.00000517,0,-0.333
75,66,C1,0,1.13,0,-463.6387031,-461.3257986,-0.00347547,0.00122199,-0.00008854,0,-2.236
75,67,C1,0,3.2,0,-463.6353426,-461.3270629,-0.00002544,-0.00000707,0,0,-0.016
75,68,C1,0,2.19,0,-463.6348133,-461.3267147,0.00002991,0.0001092,-0.00002019,0,0.006
75,69,C1,0,2.09,0,-463.635197,-461.3269572,-0.00036111,-0.00015701,0.00000905,0,-0.221
75,70,C1,0,3.95,0,-463.6348372,-461.326774,0.00002573,0.00003171,-0.00000232,0,0.015
75,71,C1,0,3.56,0,-463.6352296,-461.3270725,0.00001152,0.00001837,-0.00000335,0,0.005
75,72,C1,0,3.47,0,-463.6352652,-461.3270995,-0.00004099,-0.00002879,0.00000294,0,-0.024
75,73,C1,0,4.94,0,-463.6352905,-461.3270956,0.00000465,0.0000063,-0.00000005,0,0.003
75,74,C1,0,2.19,0,-463.6354249,-461.3271753,-0.00021993,-0.00006334,0.00001414,0,-0.129
76,1,C1,0,5.49,0,-463.6363058,-461.3275096,-0.00000061,0.00000027,0.00000047,0,0
76,2,C1,0,3.08,0,-463.63574,-461.3271331,-0.00001988,0.00000087,-0.00000236,0,-0.014
76,3,C1,0,1.05,0,-463.637579,-461.3261345,-0.00182134,0.00102994,-0.00010081,0,-1.206
76,4,C1,0,2.16,0,-463.6368193,-461.3279648,-0.00015775,-0.00002877,-0.00000149,0,-0.1
76,5,C1,0,5.49,0,-463.636029,-461.3275808,0.00000072,0.00000165,-0.00000003,0,0
76,6,C1,0,3.08,0,-463.6349469,-461.3268466,-0.00001897,0.0000018,-0.00000282,0,-0.014
76,7,C1,0,1.05,0,-463.6369647,-461.326,-0.00203724,0.00083725,-0.00003875,0,-1.303
76,8,C1,0,2.16,0,-463.6361343,-461.3276212,-0.00011766,0.00001012,-0.00001209,0,-0.081
76,9,C1,0,5.99,0,-463.6360469,-461.327603,-0.00000146,-0.00000081,0.00000011,0,-0.001
76,10,C1,0,3.88,0,-463.6349366,-461.3268572,-0.00002099,-0.00001422,0.00000124,0,-0.012
76,11,C1,0,2.41,0,-463.6349115,-461.3267777,0.00000758,0.00005782,-0.00000594,0,0.001
76,12,C1,0,3.17,0,-463.6360316,-461.3276233,-0.00005013,-0.00003119,0.000001,0,-0.031
76,13,N1,0,6.94,0,-461.3282201,-461.3282201,-0.00000172,-0.00000172,0.00000012,0,-0.001
76,14,C1,0,5.11,0,-463.6358499,-461.3271977,-0.00000378,-0.00000239,-0.00000002,0,-0.002
76,15,C1,0,4.13,0,-463.6358297,-461.3271648,0.00001315,0.00001659,-0.00000228,0,0.007
76,16,C1,0,4.58,0,-463.6363677,-461.327515,-0.00000449,-0.00000204,0.00000022,0,-0.003
76,17,C1,0,5.95,0,-463.6362163,-461.3276046,0.0000005,0.00000081,0.00000066,0,0.001
76,18,C1,0,3.45,0,-463.6356377,-461.3272108,-0.00000746,0.00000165,0.00000531,0,-0.001
76,19,C1,0,1.07,0,-463.6414935,-461.3262134,-0.00581741,0.00104169,-0.00001873,0,-3.662
76,20,C1,0,1.07,0,-463.6419107,-461.3263924,-0.00535125,0.0016007,-0.00009079,0,-3.415
76,21,C1,0,5.95,0,-463.6358671,-461.3276138,0.00000174,0.00000214,0.00000014,0,0.001
76,22,C1,0,3.45,0,-463.6348122,-461.3268638,0.00000565,0.00001537,0.00000077,0,0.004
76,23,C1,0,1.07,0,-463.6403327,-461.3254597,-0.00551432,0.00141448,-0.00008158,0,-3.511
76,24,C1,0,1.07,0,-463.6413115,-461.3261437,-0.00543529,0.00149305,-0.00010962,0,-3.479
76,25,C1,0,6.49,0,-463.6358818,-461.327633,-0.00000082,-0.00000046,0.00000022,0,0
76,26,C1,0,4.26,0,-463.6348413,-461.3268987,-0.00001896,-0.00001442,0.00000231,0,-0.01
76,27,C1,0,2.33,0,-463.6349611,-461.3269371,-0.00013994,-0.00005877,0.00000733,0,-0.083
76,28,C1,0,2.33,0,-463.6359974,-461.3276708,-0.00013491,-0.00005416,0.00000499,0,-0.082
76,29,N1,0,7.38,0,-461.3280119,-461.3280119,-0.00000155,-0.00000155,0.00000006,0,-0.001
76,30,C1,0,5.39,0,-463.6356895,-461.3272688,-0.00000663,-0.00000549,0.00000023,0,-0.004
76,31,C1,0,4.06,0,-463.6356341,-461.3272066,0.00000696,0.00001121,-0.00000177,0,0.003
76,32,C1,0,4.06,0,-463.6362001,-461.3275876,0.00000288,0.00000738,-0.0000005,0,0.001
76,33,N1,0,6.87,0,-461.3275942,-461.3275942,0.00000074,0.00000074,0.00000036,0,0.001
76,34,C1,0,4.45,0,-463.6356383,-461.3272133,0.00000234,0.00000412,0.00000123,0,0.002
76,35,C1,0,2.16,0,-463.6358125,-461.3272662,-0.00012967,-0.000003,-0.00001416,0,-0.09
76,36,C1,0,1.05,0,-463.638568,-461.3271249,-0.00197908,0.00088533,-0.00003758,0,-1.265
76,37,N1,0,6.87,0,-461.3276147,-461.3276147,0.00000158,0.00000158,0.00000007,0,0.001
76,38,C1,0,4.45,0,-463.6348137,-461.3268688,0.00000704,0.00000918,-0.00000041,0,0.004
76,39,C1,0,2.16,0,-463.6349243,-461.3268572,-0.00010185,0.00002717,-0.0000174,0,-0.075
76,40,C1,0,1.05,0,-463.6379519,-461.326825,-0.00207088,0.00080767,-0.00002295,0,-1.314
76,41,N1,0,7.33,0,-461.3276364,-461.3276364,0.00000016,0.00000016,0.00000012,0,0
76,42,C1,0,5.13,0,-463.634823,-461.3268773,-0.00000474,-0.00000327,0.00000049,0,-0.003
76,43,C1,0,3.17,0,-463.6348656,-461.3269073,-0.00004732,-0.00002773,0.00000026,0,-0.03
76,44,C1,0,2.41,0,-463.6358606,-461.327557,0.00000864,0.00005935,-0.00000682,0,0.001
76,45,N1,0,8.18,0,-461.3279939,-461.3279939,-0.00000075,-0.00000075,0,0,0
76,46,C1,0,6.15,0,-463.6356798,-461.3272583,-0.00000368,-0.00000314,0.00000003,0,-0.002
76,47,C1,0,4.58,0,-463.6356316,-461.3272115,-0.00000096,0.00000131,-0.00000074,0,-0.001
76,48,C1,0,4.13,0,-463.636208,-461.3275932,0.00000872,0.00001221,-0.00000112,0,0.005
76,49,N1,0,7.99,0,-461.3275125,-461.3275125,0.00000044,0.00000044,0.00000014,0,0
76,50,C1,0,5.7,0,-463.6358415,-461.3271795,0.00000101,0.00000149,0.00000003,0,0.001
76,51,C1,0,3.76,0,-463.6358498,-461.3271914,-0.00000371,0.00000378,-0.00000257,0,-0.004
76,52,C1,0,2.73,0,-463.6370676,-461.3282212,-0.0000359,-0.00000285,0.00000199,0,-0.021
76,53,N1,0,7.99,0,-461.3275909,-461.3275909,0.00000085,0.00000085,-0.00000003,0,0.001
76,54,C1,0,5.7,0,-463.6349165,-461.3268323,0.00000218,0.00000276,-0.00000043,0,0.001
76,55,C1,0,3.76,0,-463.6349196,-461.3268392,-0.00000381,0.00000383,-0.00000178,0,-0.004
76,56,C1,0,2.73,0,-463.6360808,-461.3276047,-0.00003531,-0.00000242,0.00000304,0,-0.02
76,57,N1,0,8.4,0,-461.327631,-461.327631,0.00000027,0.00000027,0,0,0
76,58,C1,0,6.25,0,-463.6349279,-461.3268372,-0.00000055,-0.00000011,-0.00000014,0,0
76,59,C1,0,4.42,0,-463.6349342,-461.3268515,-0.00000582,-0.0000027,-0.00000068,0,-0.004
76,60,C1,0,3.6,0,-463.6360286,-461.3275737,0.0000015,0.00000916,-0.00000116,0,0
76,61,N1,0,9.15,0,-461.3279364,-461.3279364,-0.00000031,-0.00000031,-0.00000003,0,0
76,62,N1,0,7.15,0,-461.3271657,-461.3271657,-0.00000116,-0.00000116,-0.00000005,0,-0.001
76,63,C1,0,5.61,0,-463.6357216,-461.3271347,-0.00000108,-0.00000033,-0.0000002,0,-0.001
76,64,C1,0,4.92,0,-463.6363012,-461.3275046,0.00000394,0.00000527,-0.00000045,0,0.002
76,65,C1,0,4.25,0,-463.6353994,-461.3271096,-0.000015,-0.00001022,0.00000063,0,-0.009
76,66,C1,0,1.86,0,-463.6358314,-461.3272807,-0.00052693,-0.00023699,-0.00000534,0,-0.334
76,67,C1,0,1.13,0,-463.6388765,-461.3258665,-0.00348248,0.00121239,-0.00008397,0,-2.238
76,68,C1,0,4.34,0,-463.6349278,-461.3268514,-0.00000778,-0.00000433,0.00000009,0,-0.005
76,69,C1,0,2.19,0,-463.6348823,-461.3267137,0.00003033,0.00010959,-0.00002045,0,0.006
76,70,C1,0,2.09,0,-463.6353051,-461.3269901,-0.00036535,-0.00016131,0.00000956,0,-0.223
76,71,C1,0,5.13,0,-463.6353154,-461.3271104,0.00000251,0.00000364,-0.00000056,0,0.001
76,72,C1,0,3.56,0,-463.6352891,-461.3270751,0.00001184,0.00001871,-0.00000333,0,0.005
76,73,C1,0,3.47,0,-463.6354139,-461.3271547,-0.00004191,-0.00002971,0.00000297,0,-0.024
76,74,C1,0,4.66,0,-463.6352893,-461.3271403,-0.00000761,-0.00000529,0.00000083,0,-0.004
76,75,C1,0,2.19,0,-463.6354112,-461.327162,-0.00022326,-0.00006677,0.0000152,0,-0.131
77,1,C1,0,2.41,0,-463.6358912,-461.3272065,0.00001666,0.00006744,-0.00000557,0,0.007
77,2,C1,0,3.17,0,-463.63537,-461.3269266,-0.00004724,-0.00002852,-0.00000036,0,-0.03
77,3,C1,0,5.13,0,-463.6353676,-461.3269343,-0.00000721,-0.00000576,0.00000025,0,-0.004
77,4,N1,0,7.33,0,-461.3277004,-461.3277004,-0.00000029,-0.00000029,-0.00000002,0,0
77,5,C1,0,1.05,0,-463.6376511,-461.3264929,-0.00201867,0.00085358,-0.00004195,0,-1.293
77,6,C1,0,2.16,0,-463.634642,-461.3265943,-0.00011137,0.0000182,-0.00001592,0,-0.08
77,7,C1,0,4.45,0,-463.6345231,-461.3265921,0.00000697,0.00000919,-0.00000049,0,0.004
77,8,N1,0,6.87,0,-461.3273937,-461.3273937,0.0000017,0.0000017,-0.00000001,0,0.001
77,9,C1,0,1.05,0,-463.6376026,-461.3264639,-0.00195455,0.0009024,-0.00007022,0,-1.271
77,10,C1,0,2.16,0,-463.6346212,-461.3265791,-0.00010291,0.00002799,-0.00001583,0,-0.075
77,11,C1,0,4.45,0,-463.6345137,-461.3265893,0.00000801,0.0000103,-0.00000063,0,0.005
77,12,N1,0,6.87,0,-461.3273545,-461.3273545,0.00000167,0.00000167,0.00000001,0,0.001
77,13,C1,0,2.41,0,-463.6366218,-461.3279202,0.00001254,0.00006223,-0.00000735,0,0.003
77,14,C1,0,3.17,0,-463.6355097,-461.3270002,-0.00006089,-0.00004084,0.00000262,0,-0.037
77,15,C1,0,5.13,0,-463.6354553,-461.3269538,-0.00000982,-0.00000841,0.00000161,0,-0.005
77,16,N1,0,7.33,0,-461.3272779,-461.3272779,-0.00000092,-0.00000092,0.00000033,0,0
77,17,C1,0,2.33,0,-463.6359546,-461.3274219,-0.00013515,-0.00005243,0.00000828,0,-0.08
77,18,C1,0,2.33,0,-463.6353502,-461.3270141,-0.00011739,-0.00003763,-0.00000039,0,-0.074
77,19,C1,0,4.26,0,-463.6353015,-461.3270375,-0.00002277,-0.00001838,0.00000159,0,-0.013
77,20,C1,0,6.49,0,-463.6361635,-461.3277582,-0.00000137,-0.00000101,0.00000006,0,-0.001
77,21,C1,0,1.07,0,-463.6409506,-461.3259266,-0.00547913,0.0014535,-0.00009887,0,-3.5
77,22,C1,0,1.07,0,-463.6399263,-461.3252224,-0.00550582,0.0014208,-0.0000832,0,-3.507
77,23,C1,0,3.45,0,-463.6344136,-461.3266209,0.0000075,0.0000173,0.00000027,0,0.005
77,24,C1,0,5.95,0,-463.6354768,-461.3273983,0.00000211,0.00000255,0,0,0.001
77,25,C1,0,1.07,0,-463.6407855,-461.3257559,-0.00530196,0.00164074,-0.00012984,0,-3.409
77,26,C1,0,1.07,0,-463.639819,-461.3251121,-0.005394,0.00153629,-0.00010824,0,-3.453
77,27,C1,0,3.45,0,-463.6344134,-461.3266222,0.00001039,0.00002024,-0.00000048,0,0.006
77,28,C1,0,5.95,0,-463.6354631,-461.3273783,0.00000204,0.00000246,0.00000002,0,0.001
77,29,C1,0,2.33,0,-463.6363124,-461.3278144,-0.00012087,-0.00004003,0.0000025,0,-0.074
77,30,C1,0,2.33,0,-463.6354365,-461.3270955,-0.000151,-0.00006812,0.00001036,0,-0.088
77,31,C1,0,4.26,0,-463.6352706,-461.3270042,-0.00002686,-0.00002234,0.00000385,0,-0.014
77,32,C1,0,6.49,0,-463.6358078,-461.3273609,-0.00000217,-0.00000186,0.00000051,0,-0.001
77,33,C1,0,3.17,0,-463.6358585,-461.3273926,-0.00005288,-0.00003357,0.00000219,0,-0.032
77,34,C1,0,2.41,0,-463.6352146,-461.3269025,0.00002873,0.00007894,-0.00001036,0,0.012
77,35,C1,0,3.88,0,-463.6353105,-461.3270457,-0.000025,-0.00001839,0.00000178,0,-0.015
77,36,C1,0,5.99,0,-463.6361942,-461.3277764,-0.00000272,-0.00000209,0.00000017,0,-0.002
77,37,C1,0,2.16,0,-463.6355876,-461.3273762,-0.00012291,0.0000041,-0.00001168,0,-0.084
77,38,C1,0,1.05,0,-463.636445,-461.3257886,-0.00202161,0.00085346,-0.00004242,0,-1.295
77,39,C1,0,3.08,0,-463.6344417,-461.3266442,-0.00001655,0.00000424,-0.00000292,0,-0.012
77,40,C1,0,5.49,0,-463.6354826,-461.3273947,0.00000112,0.00000209,-0.00000022,0,0.001
77,41,C1,0,2.16,0,-463.6355828,-461.3273751,-0.00010409,0.00002554,-0.00001482,0,-0.075
77,42,C1,0,1.05,0,-463.6364373,-461.3257779,-0.0020163,0.00086028,-0.00004379,0,-1.293
77,43,C1,0,3.08,0,-463.6344352,-461.3266371,-0.00001428,0.00000651,-0.00000343,0,-0.011
77,44,C1,0,5.49,0,-463.635471,-461.3273785,0.00000095,0.00000192,-0.00000015,0,0
77,45,C1,0,3.17,0,-463.6362075,-461.3277833,-0.00004541,-0.00002604,0.00000071,0,-0.028
77,46,C1,0,2.41,0,-463.6352638,-461.3269535,0.00001503,0.00006568,-0.00000542,0,0.006
77,47,C1,0,3.88,0,-463.6352589,-461.3269956,-0.00002569,-0.00001871,0.00000221,0,-0.015
77,48,C1,0,5.99,0,-463.6358225,-461.327372,-0.00000313,-0.00000247,0.00000043,0,-0.002
77,49,C1,0,4.42,0,-463.6359747,-461.3272827,-0.00000881,-0.00000574,0.0000001,0,-0.005
77,50,C1,0,3.6,0,-463.6354381,-461.3269303,0.00000697,0.00001474,-0.0000029,0,0.003
77,51,C1,0,4.33,0,-463.6354529,-461.3269602,-0.00000412,-0.00000087,0.00000001,0,-0.003
77,52,C1,0,6.02,0,-463.6366362,-461.3279837,-0.00000187,-0.00000124,0.00000006,0,-0.001
77,53,C1,0,3.76,0,-463.6355909,-461.3273554,-0.00000714,0.00000038,-0.00000083,0,-0.005
77,54,C1,0,2.73,0,-463.6345616,-461.3266063,-0.00004026,-0.0000071,0.00000351,0,-0.023
77,55,C1,0,3.55,0,-463.6345252,-461.3266056,-0.0000068,0.00000156,-0.00000115,0,-0.005
77,56,C1,0,5.54,0,-463.6356477,-461.3273649,0.00000046,0.00000148,-0.00000054,0,0
77,57,C1,0,3.76,0,-463.6356254,-461.3273938,-0.00000623,0.00000147,-0.0000008,0,-0.004
77,58,C1,0,2.73,0,-463.634572,-461.3266102,-0.00004202,-0.00000899,0.0000041,0,-0.024
77,59,C1,0,3.55,0,-463.6345373,-461.3266108,-0.00000631,0.0000021,-0.000001,0,-0.005
77,60,C1,0,5.54,0,-463.635633,-461.3273461,-0.00000022,0.00000082,-0.00000035,0,0
77,61,C1,0,4.42,0,-463.6362721,-461.327705,-0.00000788,-0.00000484,0.00000038,0,-0.005
77,62,C1,0,3.6,0,-463.635358,-461.3269188,0.00000239,0.00000983,-0.00000073,0,0.001
77,63,C1,0,4.33,0,-463.6353258,-461.3268977,-0.00000269,0.00000077,-0.00000068,0,-0.002
77,64,C1,0,6.02,0,-463.6359099,-461.3272754,-0.00000212,-0.00000143,0.00000004,0,-0.001
77,65,C1,0,1.32,0,-463.6352517,-461.3266418,-0.00026464,0.00022164,-0.00002146,0,-0.18
77,66,C1,0,3.36,0,-463.63494,-461.3268272,-0.00003287,-0.00001938,0.00000175,0,-0.02
77,67,C1,0,5.7,0,-463.6350012,-461.3268467,-0.00000459,-0.00000371,0.00000054,0,-0.003
77,68,C1,0,1.13,0,-463.6379715,-461.325349,-0.00344885,0.00126212,-0.00009804,0,-2.226
77,69,C1,0,3.2,0,-463.6345402,-461.3265942,-0.0000249,-0.00000681,-0.00000051,0,-0.016
77,70,C1,0,5.63,0,-463.6345447,-461.3265945,-0.00000235,-0.00000159,0.00000027,0,-0.001
77,71,C1,0,2.09,0,-463.6352782,-461.3270317,-0.00035764,-0.00015356,0.00000888,0,-0.219
77,72,C1,0,3.95,0,-463.6348771,-461.3268254,0.00002653,0.00003246,-0.00000269,0,0.015
77,73,C1,0,6.12,0,-463.6349714,-461.3268856,0.00000319,0.00000351,-0.00000026,0,0.002
77,74,C1,0,1.18,0,-463.6391508,-461.3269444,-0.00426646,-0.00004533,0.00008251,0,-2.625
77,75,C1,0,2.32,0,-463.6348973,-461.326889,-0.00010669,-0.00002959,0.0000079,0,-0.062
77,76,C1,0,4.73,0,-463.6348773,-461.3268901,-0.00000987,-0.0000076,0.00000125,0,-0.005
78,1,C1,0,3.88,0,-463.6358982,-461.3272913,-0.00002592,-0.00001885,0.00000256,0,-0.015
78,2,C1,0,2.41,0,-463.6352658,-461.3268244,0.00002136,0.00007218,-0.00000646,0,0.009
78,3,C1,0,3.17,0,-463.6353726,-461.3269561,-0.00004782,-0.000029,0.00000032,0,-0.03
78,4,C1,0,5.13,0,-463.6362344,-461.3277029,-0.00000578,-0.00000432,0.00000032,0,-0.003
78,5,C1,0,3.08,0,-463.6356178,-461.3273447,-0.00002094,0.00000032,-0.00000197,0,-0.014
78,6,C1,0,1.05,0,-463.6365059,-461.3257448,-0.00201081,0.00086626,-0.00004423,0,-1.29
78,7,C1,0,2.16,0,-463.6346114,-461.3265871,-0.0001169,0.0000127,-0.00001453,0,-0.082
78,8,C1,0,4.45,0,-463.635576,-461.3273839,0.00000779,0.00001008,-0.00000045,0,0.005
78,9,C1,0,3.08,0,-463.6356242,-461.3273553,-0.00001165,0.0000095,-0.00000412,0,-0.01
78,10,C1,0,1.05,0,-463.6365136,-461.3257612,-0.00203088,0.00084434,-0.00004285,0,-1.301
78,11,C1,0,2.16,0,-463.6345919,-461.3265732,-0.00010576,0.00002491,-0.00001555,0,-0.076
78,12,C1,0,4.45,0,-463.6355415,-461.3273454,0.00000715,0.00000936,-0.00000025,0,0.004
78,13,C1,0,3.88,0,-463.6366178,-461.3279933,-0.00001897,-0.00001226,0.00000078,0,-0.011
78,14,C1,0,2.41,0,-463.6353803,-461.3268748,0.00003295,0.00008312,-0.00001211,0,0.013
78,15,C1,0,3.17,0,-463.6354693,-461.3269832,-0.0000593,-0.00003922,0.00000311,0,-0.035
78,16,C1,0,5.13,0,-463.6359395,-461.3272834,-0.00000922,-0.00000784,0.00000165,0,-0.005
78,17,C1,0,4.26,0,-463.6358083,-461.327388,-0.00002448,-0.00001997,0.00000344,0,-0.013
78,18,C1,0,2.33,0,-463.6353426,-461.3270372,-0.00014532,-0.0000622,0.00001066,0,-0.085
78,19,C1,0,2.33,0,-463.6353576,-461.3270521,-0.00011439,-0.00003439,0.00000018,0,-0.072
78,20,C1,0,4.26,0,-463.6361454,-461.3277702,-0.00001885,-0.00001439,0.00000132,0,-0.011
78,21,C1,0,3.45,0,-463.6354284,-461.327361,0.00000761,0.0000176,0.00000024,0,0.005
78,22,C1,0,1.07,0,-463.639834,-461.3251616,-0.00544906,0.00148018,-0.00010172,0,-3.483
78,23,C1,0,1.07,0,-463.6398242,-461.325148,-0.00543861,0.00148876,-0.00010532,0,-3.479
78,24,C1,0,3.45,0,-463.6354325,-461.3273784,0.0000108,0.00002098,-0.00000054,0,0.006
78,25,C1,0,3.45,0,-463.6354375,-461.3273744,0.00001058,0.00002077,-0.00000035,0,0.006
78,26,C1,0,1.07,0,-463.6398037,-461.3251332,-0.00541423,0.00151376,-0.00011335,0,-3.469
78,27,C1,0,1.07,0,-463.6398158,-461.3251379,-0.00542752,0.00150303,-0.00010726,0,-3.473
78,28,C1,0,3.45,0,-463.6354212,-461.3273609,0.0000084,0.00001843,0.00000001,0,0.005
78,29,C1,0,4.26,0,-463.6361746,-461.3277871,-0.0000186,-0.00001413,0.00000132,0,-0.011
78,30,C1,0,2.33,0,-463.6353636,-461.3270595,-0.00011364,-0.00003361,-0.00000009,0,-0.071
78,31,C1,0,2.33,0,-463.6353547,-461.3270438,-0.0001465,-0.00006343,0.00001068,0,-0.085
78,32,C1,0,4.26,0,-463.6357947,-461.3273776,-0.00002453,-0.00002002,0.00000345,0,-0.013
78,33,C1,0,5.13,0,-463.635778,-461.3273641,-0.00000789,-0.00000656,0.00000121,0,-0.004
78,34,C1,0,3.17,0,-463.635262,-461.3270144,-0.00005424,-0.00003435,0.00000176,0,-0.033
78,35,C1,0,2.41,0,-463.6352228,-461.3269485,0.00002707,0.00007731,-0.00000981,0,0.011
78,36,C1,0,3.88,0,-463.6361764,-461.3277867,-0.00002046,-0.00001377,0.00000106,0,-0.012
78,37,C1,0,4.45,0,-463.6354221,-461.3273697,0.00000706,0.00000917,-0.00000025,0,0.004
78,38,C1,0,2.16,0,-463.6344958,-461.3266188,-0.00010788,0.00002176,-0.00001574,0,-0.078
78,39,C1,0,1.05,0,-463.6363994,-461.3257815,-0.00200984,0.00086557,-0.00004763,0,-1.291
78,40,C1,0,3.08,0,-463.6354614,-461.3273874,-0.00001328,0.00000795,-0.00000378,0,-0.011
78,41,C1,0,4.45,0,-463.635435,-461.3273888,0.00000818,0.00001043,-0.00000042,0,0.005
78,42,C1,0,2.16,0,-463.6344959,-461.3266175,-0.00011052,0.00001919,-0.00001534,0,-0.079
78,43,C1,0,1.05,0,-463.636414,-461.325794,-0.00202862,0.00084811,-0.00003959,0,-1.298
78,44,C1,0,3.08,0,-463.6354543,-461.3273756,-0.0000179,0.00000343,-0.0000026,0,-0.013
78,45,C1,0,5.13,0,-463.6361316,-461.3277593,-0.00000496,-0.0000035,0.00000027,0,-0.003
78,46,C1,0,3.17,0,-463.63529,-461.3270455,-0.00004674,-0.00002775,0.00000036,0,-0.029
78,47,C1,0,2.41,0,-463.6351803,-461.3269073,0.00001738,0.00006807,-0.00000559,0,0.007
78,48,C1,0,3.88,0,-463.6358088,-461.3273859,-0.00002494,-0.0000179,0.0000022,0,-0.014
78,49,C1,0,6.25,0,-463.6359326,-461.3272775,-0.00000232,-0.00000193,0.00000035,0,-0.001
78,50,C1,0,4.42,0,-463.6354178,-461.3269486,-0.00000823,-0.00000502,-0.00000028,0,-0.005
78,51,C1,0,3.6,0,-463.6354077,-461.3269446,0.00000547,0.00001324,-0.00000266,0,0.002
78,52,C1,0,4.33,0,-463.6366015,-461.3279804,-0.00000276,0.00000051,-0.00000025,0,-0.002
78,53,C1,0,5.7,0,-463.6355464,-461.3273519,0.00000186,0.00000244,-0.00000019,0,0.001
78,54,C1,0,3.76,0,-463.6344919,-461.326596,-0.00000608,0.00000176,-0.00000096,0,-0.004
78,55,C1,0,2.73,0,-463.6345242,-461.3266138,-0.00004129,-0.00000816,0.00000403,0,-0.023
78,56,C1,0,3.55,0,-463.6356162,-461.3273601,-0.0000036,0.00000478,-0.00000197,0,-0.003
