I,J,K,DL,RMIN,RMAX,"E""corr","deltaE""IJK",corr/uncorr,dDIJK*VIJK,Gsol,tot
78,30,27,C1,1.07,2.33,-695.4578858,0.00000072,0.00000228,-0.00000232,0,-0.001
78,30,29,C1,2.19,2.33,-695.4545455,-0.00000054,-0.00000062,0.00000071,0,0
78,31,2,C1,2.33,2.41,-695.453415,-0.00000035,-0.0000004,0.00000045,0,0
78,31,6,C1,1.05,2.33,-695.4546442,-0.00000037,-0.00000011,-0.00000015,0,0
78,31,7,C1,2.16,2.33,-695.4528156,-0.00000019,-0.00000021,0.00000033,0,0
78,31,10,C1,1.05,2.19,-695.4546082,-0.00000042,0.00000033,-0.00000002,0,0
78,31,11,C1,2.09,2.16,-695.4531678,0.00000006,0.00000018,-0.00000009,0,0
78,31,14,C1,1.86,2.33,-695.4540629,0.00000064,0.0000008,-0.00000093,0,0
78,31,15,C1,1.13,2.33,-695.4571756,-0.0000024,-0.00000217,0.00000257,0,0
78,31,18,C1,2.33,2.33,-695.4534902,-0.00000036,-0.0000004,0.00000047,0,0
78,31,19,C1,2.33,2.33,-695.4535217,0.0000002,0.00000024,-0.00000025,0,0
78,31,22,C1,1.07,2.33,-695.4579756,-0.00000607,-0.00000505,0.00000634,0,0
78,31,23,C1,1.07,2.33,-695.4580511,0.00000405,0.00000507,-0.00000526,0,-0.001
78,31,26,C1,1.07,2.32,-695.4580411,0.00000361,0.00000525,-0.00000666,0,-0.002
78,31,27,C1,1.07,1.18,-695.4623579,-0.00001726,-0.00001082,0.00000777,0,-0.006
78,31,30,C1,2.19,2.33,-695.4536864,0.00000119,0.00000139,-0.00000163,0,0
78,32,11,C1,2.16,2.19,-695.4531363,0.0000001,0.00000012,-0.00000016,0,0
78,32,27,C1,1.07,2.32,-695.458501,0.00000077,0.00000108,-0.00000071,0,0
78,32,31,C1,2.19,2.33,-695.4540998,-0.00000071,-0.00000084,0.00000097,0,0
78,34,18,C1,1.13,2.33,-695.4569494,-0.0000025,-0.00000229,0.00000272,0,0
78,34,22,C1,1.07,1.32,-695.4581253,0.00001147,0.0000144,-0.00001684,0,-0.003
78,35,2,C1,2.41,2.41,-695.4532939,0.00000013,0.00000014,-0.00000016,0,0
78,35,6,C1,1.05,2.41,-695.4545469,-0.00000013,0.00000016,-0.00000009,0,0
78,35,7,C1,2.16,2.41,-695.452636,0.00000009,0.00000009,-0.00000012,0,0
78,35,10,C1,1.05,2.41,-695.4545446,-0.00000054,-0.00000049,0.00000051,0,0
78,35,11,C1,2.16,2.41,-695.4526123,0.00000017,0.00000019,-0.00000022,0,0
78,35,14,C1,2.41,2.41,-695.4534076,-0.00000005,-0.00000006,0.00000007,0,0
78,35,18,C1,1.86,2.33,-695.453903,0.00000061,0.00000076,-0.00000089,0,0
78,35,19,C1,1.13,2.33,-695.4569233,0.00000004,0.00000112,-0.00000106,0,-0.001
78,35,22,C1,1.07,2.41,-695.4579404,-0.00000597,-0.00000633,0.00000695,0,0.001
78,35,23,C1,1.07,1.32,-695.4581006,-0.00000653,0.00000119,0.00000037,0,-0.004
78,35,26,C1,1.07,2.41,-695.4578418,0.00000387,0.00000479,-0.00000541,0,-0.001
78,35,27,C1,1.07,2.41,-695.4578474,0.00000078,0.00000159,-0.00000154,0,0
78,35,30,C1,2.33,2.41,-695.4533949,0.00000003,0.00000004,-0.00000004,0,0
78,35,31,C1,2.33,2.41,-695.4533801,-0.00000004,-0.00000004,0.00000004,0,0
78,35,34,C1,2.19,2.41,-695.4534529,0.00000126,0.00000145,-0.00000173,0,0
78,36,19,C1,1.86,2.33,-695.4548669,-0.00000029,-0.00000031,0.00000032,0,0
78,36,35,C1,2.19,2.41,-695.4544068,-0.0000008,-0.00000094,0.00000109,0,0
78,38,2,C1,2.16,2.41,-695.4525997,-0.00000057,-0.00000066,0.00000081,0,0
78,38,6,C1,1.05,2.16,-695.4538438,-0.00000092,-0.00000063,0.00000045,0,0
78,38,7,C1,2.16,2.16,-695.4519121,-0.00000015,-0.00000021,0.0000003,0,0
78,38,10,C1,1.05,2.16,-695.4538127,0.00000187,0.00000254,-0.00000288,0,-0.001
78,38,11,C1,2.16,2.16,-695.4518942,-0.00000045,-0.00000054,0.00000063,0,0
78,38,14,C1,2.16,2.41,-695.4526733,0.00000018,0.00000019,-0.00000023,0,0
78,38,17,C1,2.16,2.19,-695.4530563,0.00000012,0.00000014,-0.00000018,0,0
78,38,18,C1,2.09,2.16,-695.4530611,0.00000014,0.00000027,-0.00000019,0,0
78,38,19,C1,2.16,2.33,-695.4526244,0.00000056,0.00000067,-0.00000071,0,0
78,38,21,C1,1.86,2.16,-695.453258,0.00000107,0.00000135,-0.00000157,0,0
78,38,22,C1,1.07,1.13,-695.4606063,-0.00002323,0.00002089,-0.0000116,0,-0.022
78,38,23,C1,1.07,2.16,-695.457137,0.00000515,0.0000078,-0.00000865,0,-0.002
78,38,26,C1,1.07,1.32,-695.457385,-0.00003033,-0.00002296,0.0000397,0,0.006
78,38,27,C1,1.07,2.16,-695.4571486,-0.00000382,-0.0000023,0.00000173,0,-0.001
78,38,30,C1,2.16,2.33,-695.4526694,-0.00000046,-0.00000056,0.00000063,0,0
78,38,31,C1,2.16,2.33,-695.4526472,0.00000016,0.00000018,-0.00000023,0,0
78,38,33,C1,2.16,2.32,-695.4531646,0.00000045,0.0000005,-0.0000006,0,0
78,38,34,C1,1.18,2.16,-695.4569279,0.00000007,0.00000037,-0.00000089,0,-0.001
78,38,35,C1,2.16,2.41,-695.4524262,-0.00000043,-0.0000005,0.00000058,0,0
78,38,37,C1,2.16,2.19,-695.4529536,0.0000002,0.00000019,-0.00000031,0,0
78,39,2,C1,1.05,2.41,-695.4544546,0.00000264,0.00000302,-0.00000385,0,-0.001
78,39,6,C1,1.05,1.05,-695.4557128,0.0000017,0.00000815,-0.00000791,0,-0.004
78,39,7,C1,1.05,2.16,-695.453853,-0.00000068,-0.0000005,0.00000058,0,0
78,39,10,C1,1.05,1.05,-695.4557331,-0.00000541,-0.00000085,0.00000524,0,0
78,39,11,C1,1.05,2.16,-695.4537941,0.00000214,0.00000281,-0.00000318,0,-0.001
78,39,14,C1,1.05,2.41,-695.4545879,-0.00000056,-0.00000052,0.00000054,0,0
78,39,18,C1,1.05,2.19,-695.4544828,-0.0000004,0.00000033,-0.00000002,0,0
78,39,19,C1,1.05,2.09,-695.4549843,-0.00000605,-0.00000515,0.00000622,0,0
78,39,22,C1,1.05,1.07,-695.4595936,-0.0000318,-0.00000234,0.00003405,0,0.001
78,39,23,C1,1.05,1.07,-695.4625514,-0.00007518,0.0000334,0.00004581,0,-0.018
78,39,26,C1,1.05,1.07,-695.4590676,0.00000907,0.0000295,-0.00002941,0,-0.013
78,39,27,C1,1.05,1.07,-695.4592116,0.00005884,0.00007339,-0.00003608,0,0.014
78,39,30,C1,1.05,2.33,-695.4545824,-0.00000019,-0.00000003,-0.00000003,0,0
78,39,31,C1,1.05,2.33,-695.4545626,0.00000011,0.00000047,-0.00000066,0,0
78,39,34,C1,1.05,2.32,-695.4545487,-0.00000091,-0.00000066,0.00000083,0,0
78,39,35,C1,1.05,1.18,-695.4588117,-0.0000181,0.00000047,0.00000124,0,-0.011
78,39,38,C1,1.05,2.16,-695.4539248,-0.000002,-0.00000015,-0.00000001,0,-0.001
78,40,19,C1,2.19,2.33,-695.4535532,0.00000047,0.00000051,-0.00000061,0,0
78,40,23,C1,1.07,1.86,-695.4586337,-0.00001216,-0.00000852,0.00001102,0,-0.001
78,40,35,C1,2.32,2.41,-695.453572,0.00000012,0.00000012,-0.00000012,0,0
78,40,39,C1,1.05,2.19,-695.4548908,0.00000311,0.00000424,-0.00000543,0,-0.001
78,42,2,C1,2.16,2.41,-695.4525757,0.00000059,0.00000066,-0.00000077,0,0
78,42,6,C1,1.05,2.16,-695.4538212,0.00000611,0.00000694,-0.00000841,0,-0.001
78,42,7,C1,2.16,2.16,-695.4519074,-0.00000176,-0.0000021,0.00000244,0,0
78,42,10,C1,1.05,2.16,-695.4538517,-0.00000097,-0.00000078,0.00000094,0,0
78,42,11,C1,2.16,2.16,-695.4518926,0.00000006,0.00000003,0.00000002,0,0
78,42,14,C1,2.16,2.41,-695.4526777,0.00000003,0,-0.00000002,0,0
78,42,18,C1,2.16,2.33,-695.4526882,-0.00000013,-0.00000014,0.00000026,0,0
78,42,19,C1,2.16,2.33,-695.4526518,-0.00000014,-0.00000018,0.00000023,0,0
78,42,21,C1,2.16,2.19,-695.4527002,-0.00000134,-0.00000156,0.00000182,0,0
78,42,22,C1,1.07,2.09,-695.4574829,0.00000192,0.00000768,-0.00001185,0,-0.006
78,42,23,C1,1.07,2.16,-695.4571023,-0.00000852,-0.00000967,0.00001122,0,0.002
78,42,25,C1,1.86,2.16,-695.4532693,0.00000008,0.00000023,-0.00000028,0,0
78,42,26,C1,1.07,1.13,-695.4606302,-0.00007792,0.00000625,0.00002949,0,-0.03
78,42,27,C1,1.07,2.16,-695.4571211,0.00001289,0.00001625,-0.00001936,0,-0.004
78,42,30,C1,1.32,2.16,-695.4529058,0.0000008,0.00000135,-0.00000143,0,0
78,42,31,C1,2.16,2.33,-695.4526831,0.00000026,0.0000003,-0.00000041,0,0
78,42,35,C1,2.16,2.41,-695.4525224,0.00000021,0.00000025,-0.00000024,0,0
78,42,37,C1,2.16,2.32,-695.4528266,0.00000023,0.00000025,-0.00000033,0,0
78,42,38,C1,1.18,2.16,-695.4560429,0.00000003,0.0000032,-0.00000484,0,-0.003
78,42,39,C1,1.05,2.16,-695.4536162,-0.00000002,0.00000134,-0.00000199,0,-0.001
78,42,41,C1,2.16,2.19,-695.4529615,0.00000128,0.0000015,-0.00000171,0,0
78,43,2,C1,1.05,2.41,-695.4544823,-0.00000233,-0.00000226,0.00000281,0,0
78,43,6,C1,1.05,1.05,-695.4557413,-0.0000218,-0.00001642,0.00002412,0,0.001
78,43,7,C1,1.05,2.16,-695.4538458,0.00000549,0.00000625,-0.00000752,0,-0.001
78,43,10,C1,1.05,1.05,-695.4557367,0.00000045,0.00000688,-0.00000605,0,-0.004
78,43,11,C1,1.05,2.16,-695.4538484,-0.00000094,-0.00000067,0.00000052,0,0
78,43,14,C1,1.05,2.41,-695.4546113,-0.00000004,0.00000024,-0.00000019,0,0
78,43,18,C1,1.05,2.33,-695.4545415,-0.00000022,0.00000007,-0.00000034,0,0
78,43,19,C1,1.05,2.33,-695.4546199,0.00000109,0.00000139,-0.00000187,0,0
78,43,22,C1,1.05,1.07,-695.4590557,-0.00002829,0.0000039,-0.00001782,0,-0.029
78,43,23,C1,1.05,1.07,-695.4593724,0.00002064,0.00005756,-0.00005899,0,-0.024
78,43,26,C1,1.05,1.07,-695.4595155,0.00003056,0.00010069,-0.00005868,0,-0.018
78,43,27,C1,1.05,1.07,-695.4625078,-0.00002476,-0.0000451,0.00010787,0,0.052
78,43,30,C1,1.05,2.33,-695.4546561,-0.00000106,-0.00000032,0.00000042,0,0
78,43,31,C1,1.05,1.32,-695.4548212,-0.00001177,-0.00000489,0.00000555,0,-0.004
78,43,35,C1,1.05,2.41,-695.4545148,-0.000001,-0.00000093,0.00000086,0,0
78,43,38,C1,1.05,2.16,-695.453822,-0.00000285,-0.00000088,0.00000136,0,-0.001
78,43,39,C1,1.05,1.05,-695.4598012,0.0000624,0.00006674,-0.00001113,0,0.032
78,43,42,C1,1.05,2.16,-695.4539566,-0.000019,-0.00001818,0.00001861,0,0
78,44,23,C1,1.07,2.19,-695.4580647,-0.00001173,-0.00001249,0.0000148,0,0.002
78,44,27,C1,1.07,1.86,-695.4586005,0.00000452,0.00000675,-0.00000877,0,-0.003
78,44,39,C1,1.05,2.32,-695.4547618,0.00000145,0.000002,-0.00000256,0,-0.001
78,44,43,C1,1.05,2.19,-695.4549019,0.00000178,0.00000225,-0.00000237,0,0
78,46,26,C1,1.07,2.09,-695.458323,-0.00000808,-0.00000497,0.00000649,0,-0.001
78,46,30,C1,1.13,2.33,-695.4569983,-0.00000183,-0.000001,0.00000116,0,0
78,46,42,C1,1.18,2.16,-695.4569588,-0.00000128,-0.00000031,0.00000014,0,-0.001
78,47,2,C1,2.41,2.41,-695.4532453,-0.00000042,-0.00000046,0.00000059,0,0
78,47,6,C1,1.05,2.41,-695.4544883,-0.00000233,-0.00000227,0.00000284,0,0
78,47,7,C1,2.16,2.41,-695.4526054,0.00000049,0.00000055,-0.00000064,0,0
78,47,10,C1,1.05,2.41,-695.4544835,0.00000247,0.00000287,-0.00000362,0,-0.001
78,47,11,C1,2.16,2.41,-695.4526099,-0.00000053,-0.00000061,0.00000073,0,0
78,47,14,C1,2.41,2.41,-695.4533603,0.00000015,0.00000017,-0.0000002,0,0
78,47,18,C1,2.33,2.41,-695.4533181,-0.00000032,-0.00000036,0.0000004,0,0
78,47,19,C1,2.33,2.41,-695.4533483,0.0000003,0.00000036,-0.0000004,0,0
78,47,22,C1,1.07,2.41,-695.4578013,-0.00000237,-0.00000169,0.00000247,0,0
78,47,23,C1,1.07,2.41,-695.4578465,0.00000738,0.00000892,-0.00001045,0,-0.002
78,47,26,C1,1.07,2.19,-695.4577234,0.00000093,0.00000088,-0.00000154,0,0
78,47,27,C1,1.07,2.09,-695.4582358,-0.0000168,-0.00001942,0.00002115,0,0.003
78,47,30,C1,1.86,2.33,-695.4538817,0.00000031,0.0000004,-0.0000005,0,0
78,47,31,C1,1.13,2.33,-695.4568759,0.00000141,0.00000246,-0.00000289,0,-0.001
78,47,35,C1,2.41,2.41,-695.453213,-0.00000011,-0.00000013,0.00000014,0,0
78,47,38,C1,2.16,2.41,-695.4524571,0.00000031,0.00000035,-0.0000004,0,0
78,47,39,C1,1.05,2.41,-695.4544572,-0.00000089,-0.00000076,0.00000079,0,0
78,47,42,C1,2.16,2.32,-695.4525643,-0.00000084,-0.00000098,0.00000129,0,0
78,47,43,C1,1.05,1.18,-695.4587695,-0.00000648,0.00000642,-0.0000055,0,-0.008
78,47,46,C1,2.19,2.41,-695.4534396,-0.00000067,-0.0000008,0.00000089,0,0
78,48,27,C1,1.07,2.19,-695.4583656,0.00001128,0.00001351,-0.00001621,0,-0.003
78,48,31,C1,1.86,2.33,-695.45451,-0.00000072,-0.00000081,0.00000094,0,0
78,48,43,C1,1.05,2.32,-695.4551158,-0.00000033,-0.0000003,0.00000034,0,0
78,48,47,C1,2.19,2.41,-695.4539365,0.00000055,0.00000065,-0.00000071,0,0
78,50,38,C1,1.32,2.16,-695.4529336,0.00000154,0.00000173,-0.00000203,0,0
78,51,35,C1,1.13,2.41,-695.4569759,0.00000091,0.00000133,-0.00000164,0,0
78,51,39,C1,1.05,1.32,-695.4548426,-0.00000565,-0.00000541,0.00000616,0,0
78,52,35,C1,1.86,2.41,-695.4551498,0.00000002,0.00000004,-0.00000005,0,0
78,54,38,C1,1.13,2.16,-695.4552442,0.00000038,0.00000027,-0.00000054,0,0
78,54,42,C1,1.32,2.16,-695.4520401,-0.00000056,-0.00000063,0.00000069,0,0
78,55,35,C1,2.09,2.41,-695.452965,-0.00000015,-0.0000002,0.0000002,0,0
78,55,38,C1,1.86,2.16,-695.452349,-0.0000017,-0.00000198,0.00000238,0,0
78,55,39,C1,1.05,1.13,-695.457179,-0.00000405,0.00000542,-0.00000412,0,-0.005
78,55,43,C1,1.05,1.32,-695.4539914,0.00000175,0.00000615,-0.00000713,0,-0.003
78,56,35,C1,2.19,2.41,-695.4535579,0.00000066,0.00000074,-0.00000091,0,0
78,56,39,C1,1.05,1.86,-695.4553523,0.00000013,0.00000137,-0.00000168,0,-0.001
78,58,38,C1,2.09,2.16,-695.4521536,-0.00000067,-0.00000084,0.00000099,0,0
78,58,42,C1,1.13,2.16,-695.4552542,-0.00000113,-0.00000067,0.0000007,0,0
78,59,38,C1,2.16,2.19,-695.45181,0.00000062,0.00000069,-0.00000073,0,0
78,59,39,C1,1.05,2.09,-695.4540887,0.00000159,0.00000221,-0.00000289,0,-0.001
78,59,42,C1,1.86,2.16,-695.4523627,-0.00000193,-0.00000219,0.00000271,0,0
78,59,43,C1,1.05,1.13,-695.4572079,-0.0000051,0.0000073,-0.00000706,0,-0.008
78,59,47,C1,1.32,2.41,-695.4527584,0.00000092,0.00000112,-0.00000133,0,0
78,60,39,C1,1.05,2.19,-695.4547692,-0.00000079,-0.0000005,0.00000057,0,0
78,60,43,C1,1.05,1.86,-695.4553534,-0.00000005,0.00000055,-0.00000068,0,0
78,62,42,C1,2.09,2.16,-695.4530537,-0.0000003,-0.00000039,0.00000036,0,0
78,63,42,C1,2.16,2.19,-695.4525173,0.00000052,0.00000059,-0.00000062,0,0
78,63,43,C1,1.05,2.09,-695.4549215,0.00000166,0.00000226,-0.00000267,0,-0.001
78,63,47,C1,1.13,2.41,-695.4568011,0.00000087,0.00000114,-0.00000148,0,0
78,64,43,C1,1.05,2.19,-695.4550387,-0.00000125,-0.00000119,0.00000135,0,0
78,64,47,C1,1.86,2.41,-695.4544041,-0.00000017,-0.00000019,0.00000023,0,0
78,65,2,C1,1.07,2.41,-695.4588328,-0.00000575,-0.00000594,0.00000668,0,0.001
78,65,6,C1,1.05,1.07,-695.4597541,0.00000486,0.00002506,-0.00002415,0,-0.012
78,65,10,C1,1.05,2.33,-695.4544764,-0.00000091,-0.00000015,0.00000013,0,0
78,65,18,C1,1.05,2.33,-695.4551731,-0.00000176,-0.00000101,0.00000119,0,0
78,65,22,C1,1.05,1.07,-695.459708,0.00000997,0.00003055,-0.00003097,0,-0.013
78,65,26,C1,1.07,2.41,-695.457627,-0.00000678,-0.00000719,0.00000807,0,0.001
78,66,2,C1,1.07,1.32,-695.4591247,-0.00000648,0.00000172,0.00000034,0,-0.004
78,66,3,C1,1.07,1.32,-695.4589905,0.00000799,0.00001061,-0.00001216,0,-0.003
78,66,6,C1,1.05,1.07,-695.4598676,0.00006099,0.00007533,-0.00003843,0,0.014
78,66,7,C1,1.07,1.32,-695.4580302,-0.0000283,-0.00002059,0.00003699,0,0.005
78,66,10,C1,1.05,1.32,-695.4545903,-0.00001116,-0.00000419,0.00000463,0,-0.004
78,66,11,C1,1.32,2.16,-695.4526564,0.00000098,0.00000154,-0.00000168,0,0
78,66,14,C1,1.32,2.41,-695.4533029,-0.00000023,-0.00000027,0.0000003,0,0
78,66,18,C1,1.32,2.16,-695.4534027,0.00000086,0.00000142,-0.00000157,0,0
78,66,19,C1,1.05,1.32,-695.4553008,-0.00000965,-0.00000247,0.00000246,0,-0.005
78,66,22,C1,1.07,1.32,-695.4579023,-0.00003268,-0.00002551,0.00004281,0,0.006
78,66,23,C1,1.05,1.07,-695.4597595,0.00005588,0.00006981,-0.00003333,0,0.014
78,66,26,C1,1.07,1.32,-695.4577682,0.00001262,0.00001574,-0.00001863,0,-0.004
78,66,27,C1,1.07,1.32,-695.4577466,-0.00000821,-0.00000029,0.00000259,0,-0.004
78,66,30,C1,1.32,2.33,-695.4532945,0.00000049,0.00000057,-0.00000062,0,0
78,66,31,C1,1.32,2.33,-695.4532752,-0.00000017,-0.00000019,0.00000019,0,0
78,66,35,C1,1.32,2.41,-695.4531801,0.00000072,0.0000009,-0.00000105,0,0
78,66,38,C1,1.32,2.16,-695.4524315,-0.0000005,-0.00000056,0.00000059,0,0
78,66,39,C1,1.05,1.32,-695.4543674,0.00000176,0.00000617,-0.00000708,0,-0.003
78,66,42,C1,1.32,2.16,-695.4524311,0.00000138,0.00000155,-0.0000018,0,0
78,66,43,C1,1.05,1.32,-695.4543506,-0.00000528,-0.00000503,0.00000566,0,0
78,66,47,C1,1.32,2.41,-695.4531069,-0.00000069,-0.00000077,0.00000089,0,0
78,66,65,C1,1.32,2.19,-695.4531788,-0.00000134,-0.0000015,0.00000159,0,0
78,67,7,C1,1.07,2.16,-695.4579417,-0.00000391,-0.00000242,0.00000191,0,-0.001
78,67,11,C1,2.16,2.33,-695.4525277,0.00000012,0.00000013,-0.00000016,0,0
78,67,19,C1,2.16,2.33,-695.4532819,0.00000005,0.00000007,-0.0000001,0,0
78,67,23,C1,1.07,2.16,-695.4577251,-0.00000496,-0.0000034,0.00000323,0,-0.001
78,67,66,C1,1.32,2.19,-695.4531504,0.00000124,0.00000147,-0.00000168,0,0
78,68,1,C1,1.86,2.33,-695.453848,-0.00000051,-0.00000053,0.00000063,0,0
78,68,2,C1,1.86,2.33,-695.4531969,0.00000065,0.00000078,-0.00000086,0,0
78,68,5,C1,1.07,1.86,-695.4591453,-0.00000877,-0.00000496,0.00000642,0,-0.001
78,68,6,C1,1.05,1.07,-695.4599324,-0.00003031,-0.00000107,0.00003201,0,0.001
78,68,7,C1,1.86,2.16,-695.4524225,0.00000092,0.00000117,-0.00000134,0,0
78,68,9,C1,1.07,1.86,-695.4586521,0.00000009,0.00000165,-0.00000216,0,-0.001
78,68,10,C1,1.05,1.07,-695.4597159,0.00003026,0.00010022,-0.00005771,0,-0.017
78,68,11,C1,1.86,2.16,-695.4523996,0.00000022,0.0000004,-0.00000048,0,0
78,68,13,C1,1.86,2.33,-695.4545606,-0.00000051,-0.00000058,0.00000067,0,0
78,68,14,C1,1.86,2.33,-695.453358,0.00000007,0.00000014,-0.00000013,0,0
78,68,18,C1,1.86,2.33,-695.4531312,-0.00000002,0.00000004,-0.00000001,0,0
78,68,19,C1,1.86,2.33,-695.4532014,-0.00000038,-0.00000042,0.00000047,0,0
78,68,21,C1,1.86,2.16,-695.4533702,0.00000059,0.00000083,-0.000001,0,0
78,68,22,C1,1.05,1.07,-695.4596275,0.00003063,0.00010078,-0.0000582,0,-0.017
78,68,23,C1,1.07,1.86,-695.4576562,0.0000019,0.00000373,-0.00000484,0,-0.002
78,68,25,C1,1.86,2.16,-695.4533493,0.0000009,0.00000114,-0.00000131,0,0
78,68,26,C1,1.05,1.07,-695.4597015,-0.0000341,-0.000005,0.00003749,0,0.002
78,68,27,C1,1.07,1.86,-695.4576582,-0.00000987,-0.00000607,0.0000079,0,-0.001
78,68,30,C1,1.86,2.33,-695.4531682,0.00000077,0.00000092,-0.00000104,0,0
78,68,31,C1,1.86,2.33,-695.4531991,-0.00000053,-0.00000055,0.00000065,0,0
78,68,35,C1,1.86,2.41,-695.4530467,-0.00000001,-0.00000001,-0.00000001,0,0
78,68,38,C1,1.86,2.16,-695.4523577,-0.00000191,-0.00000217,0.00000267,0,0
78,68,39,C1,1.05,1.86,-695.4542238,0.00000027,0.0000009,-0.00000111,0,-0.001
78,68,42,C1,1.86,2.16,-695.45236,-0.00000168,-0.00000196,0.00000235,0,0
78,68,43,C1,1.05,1.86,-695.4542394,-0.00000009,0.00000112,-0.00000138,0,-0.001
78,68,47,C1,1.86,2.41,-695.4530021,-0.00000006,-0.00000004,0.00000007,0,0
78,68,65,C1,1.18,1.86,-695.4571093,-0.0000066,-0.00000357,0.00000432,0,-0.001
78,68,66,C1,1.32,1.86,-695.4530511,0.00000025,0.00000063,-0.00000112,0,-0.001
78,69,2,C1,1.13,2.33,-695.4561432,-0.00000148,-0.00000086,0.00000111,0,0
78,69,3,C1,1.13,2.33,-695.4562157,-0.00000099,-0.00000076,0.00000076,0,0
78,69,6,C1,1.05,1.07,-695.4628266,-0.00007158,0.00003718,0.00004616,0,-0.016
78,69,7,C1,1.07,1.13,-695.4608804,-0.00002536,0.00001796,-0.0000077,0,-0.021
78,69,10,C1,1.05,1.07,-695.4627181,-0.00002355,-0.00004506,0.00010784,0,0.053
78,69,11,C1,1.07,1.13,-695.4608629,-0.00007879,0.00000473,0.00003173,0,-0.03
78,69,14,C1,1.13,2.33,-695.4562208,-0.00000034,0.00000024,-0.00000035,0,0
78,69,15,C1,1.13,2.33,-695.4563561,-0.00000131,-0.00000044,0.00000041,0,-0.001
78,69,18,C1,1.13,2.33,-695.4561287,-0.00000163,-0.00000071,0.00000078,0,-0.001
78,69,19,C1,1.13,2.33,-695.4560606,0.00000009,0.0000008,-0.00000097,0,-0.001
78,69,22,C1,1.07,1.13,-695.4607598,-0.00008165,0.00000234,0.00003508,0,-0.029
78,69,23,C1,1.05,1.07,-695.4625765,-0.0000239,-0.00004441,0.00010609,0,0.052
78,69,26,C1,1.07,1.13,-695.4606616,-0.00001896,0.0000255,-0.00001807,0,-0.023
78,69,27,C1,1.05,1.07,-695.4626653,-0.0000751,0.00003359,0.00004755,0,-0.017
78,69,30,C1,1.13,2.33,-695.4561426,-0.00000091,-0.00000062,0.00000059,0,0
78,69,31,C1,1.13,2.33,-695.4560688,-0.00000144,-0.00000077,0.0000009,0,0
78,69,35,C1,1.13,2.41,-695.4559492,0.00000042,0.00000078,-0.00000091,0,0
78,69,38,C1,1.13,2.16,-695.4552345,-0.00000114,-0.00000068,0.00000071,0,0
78,69,39,C1,1.05,1.13,-695.4571769,-0.00000508,0.00000727,-0.000007,0,-0.008
78,69,42,C1,1.13,2.16,-695.4552333,0.00000037,0.00000024,-0.00000051,0,0
78,69,43,C1,1.05,1.13,-695.4571903,-0.00000353,0.00000592,-0.00000485,0,-0.005
78,69,47,C1,1.13,2.41,-695.4559086,0.00000013,0.00000047,-0.00000045,0,0
78,69,66,C1,1.13,1.18,-695.4600833,0.00004186,0.00006101,0.0000065,0,0.03
78,69,67,C1,1.13,2.32,-695.4558316,-0.00000118,-0.00000077,0.00000087,0,0
78,69,68,C1,1.13,1.86,-695.4560117,-0.00002005,-0.00001198,0.00000882,0,-0.007
78,70,7,C1,1.07,2.16,-695.4574667,0.00000432,0.00000686,-0.00000748,0,-0.002
78,70,11,C1,1.07,2.16,-695.457378,0.00001204,0.0000153,-0.00001808,0,-0.004
78,70,23,C1,1.07,2.16,-695.4572611,0.00001032,0.00001352,-0.00001574,0,-0.003
78,70,27,C1,1.07,2.16,-695.4572457,0.00000617,0.00000884,-0.00001001,0,-0.002
78,70,69,C1,1.13,2.19,-695.4554966,0.00000123,0.00000288,-0.00000342,0,-0.001
78,71,2,C1,2.19,2.41,-695.4529154,-0.00000028,-0.00000033,0.0000004,0,0
78,71,5,C1,2.19,2.33,-695.4534079,0.00000039,0.00000043,-0.0000005,0,0
78,71,6,C1,1.05,2.19,-695.4543015,-0.00000013,0.00000067,-0.00000036,0,0
78,71,7,C1,2.16,2.19,-695.4522886,-0.00000008,-0.00000008,0.00000011,0,0
78,71,9,C1,1.07,2.19,-695.4590121,-0.00000957,-0.00001004,0.00001167,0,0.001
78,71,10,C1,1.05,1.07,-695.4597917,-0.00002544,0.0000067,-0.00002186,0,-0.03
78,71,11,C1,2.16,2.19,-695.4522453,-0.00000133,-0.00000153,0.00000179,0,0
78,71,13,C1,1.07,2.19,-695.4594897,0.00000888,0.00001087,-0.00001275,0,-0.002
78,71,14,C1,1.07,2.19,-695.458934,-0.00000082,-0.0000007,0.0000007,0,0
78,71,18,C1,2.19,2.33,-695.4529881,-0.00000027,-0.00000031,0.00000033,0,0
78,71,19,C1,2.19,2.33,-695.4530192,0.00000017,0.00000021,-0.00000022,0,0
78,71,22,C1,1.07,2.19,-695.4574822,-0.00000122,-0.00000123,0.00000143,0,0
78,71,23,C1,1.07,2.19,-695.4574905,0.00001083,0.00001298,-0.00001556,0,-0.003
78,71,25,C1,2.16,2.19,-695.4532205,-0.00000102,-0.0000012,0.00000136,0,0
78,71,26,C1,1.05,1.07,-695.4595004,-0.00003128,0.000001,-0.00001349,0,-0.028
78,71,27,C1,1.07,2.19,-695.4575016,-0.00001191,-0.00001259,0.00001498,0,0.002
78,71,29,C1,2.16,2.19,-695.4539647,-0.00000008,-0.00000008,0.00000011,0,0
78,71,30,C1,1.05,2.19,-695.4549116,0.00000097,0.0000019,-0.00000198,0,-0.001
78,71,31,C1,2.19,2.33,-695.453031,0.00000024,0.00000028,-0.0000003,0,0
78,71,35,C1,2.19,2.41,-695.4528803,-0.00000018,-0.00000021,0.00000024,0,0
